input_adm_area_1,input_adm_area_2,input_adm_area_3,adm_area_1,adm_area_2,adm_area_3,gid
England,Hammersmith and Fulham,,England,Hammersmith and Fulham,,GBR.1.36.12_1
England,Haringey,,England,Haringey,,GBR.1.36.13_1
England,Islington,,England,Islington,,GBR.1.36.18_1
England,Kensington and Chelsea,,England,Kensington and Chelsea,,GBR.1.36.19_1
England,Lambeth,,England,Lambeth,,GBR.1.36.21_1
England,Lewisham,,England,Lewisham,,GBR.1.36.22_1
England,Newham,,England,Newham,,GBR.1.36.25_1
England,Southwark,,England,Southwark,,GBR.1.36.28_1
England,Tower Hamlets,,England,Tower Hamlets,,GBR.1.36.30_1
England,Wandsworth,,England,Wandsworth,,GBR.1.36.32_1
England,Westminster,,England,Westminster,,GBR.1.36.33_1
England,Barking and Dagenham,,England,Barking and Dagenham,,GBR.1.36.1_1
England,Barnet,,England,Barnet,,GBR.1.36.2_1
England,Bexley,,England,Bexley,,GBR.1.36.3_1
England,Brent,,England,Brent,,GBR.1.36.4_1
England,Bromley,,England,Bromley,,GBR.1.36.5_1
England,Croydon,,England,Croydon,,GBR.1.36.7_1
England,Ealing,,England,Ealing,,GBR.1.36.8_1
England,Enfield,,England,Enfield,,GBR.1.36.9_1
England,Greenwich,,England,Greenwich,,GBR.1.36.10_1
England,Harrow,,England,Harrow,,GBR.1.36.14_1
England,Havering,,England,Havering,,GBR.1.36.15_1
England,Hillingdon,,England,Hillingdon,,GBR.1.36.16_1
England,Hounslow,,England,Hounslow,,GBR.1.36.17_1
England,Kingston upon Thames,,England,Kingston upon Thames,,GBR.1.36.20_1
England,Merton,,England,Merton,,GBR.1.36.24_1
England,Redbridge,,England,Redbridge,,GBR.1.36.26_1
England,Richmond upon Thames,,England,Richmond upon Thames,,GBR.1.36.27_1
England,Sutton,,England,Sutton,,GBR.1.36.29_1
England,Waltham Forest,,England,Waltham Forest,,GBR.1.36.31_1
England,Bracknell Forest,,England,Bracknell Forest,,GBR.1.9_1
England,Buckinghamshire,,England,Buckinghamshire,,GBR.1.13_1
England,Milton Keynes,,England,Milton Keynes,,GBR.1.57_1
England,Oxfordshire,,England,Oxfordshire,,GBR.1.69_1
England,Reading,,England,Reading,,GBR.1.74_1
England,Slough,,England,Slough,,GBR.1.85_1
England,West Berkshire,,England,West Berkshire,,GBR.1.109_1
England,Windsor and Maidenhead,,England,Windsor and Maidenhead,,GBR.1.113_1
England,Wokingham,,England,Wokingham,,GBR.1.115_1
England,Brighton and Hove,,England,Brighton and Hove,,GBR.1.11_1
England,East Sussex,,England,East Sussex,,GBR.1.32_1
England,Surrey,,England,Surrey,,GBR.1.98_1
England,West Sussex,,England,West Sussex,,GBR.1.110_1
England,Hampshire,,England,Hampshire,,GBR.1.38_1
England,Isle of Wight,,England,Isle of Wight,,GBR.1.42_1
England,Portsmouth,,England,Portsmouth,,GBR.1.73_1
England,Southampton,,England,Southampton,,GBR.1.90_1
England,Kent,,England,Kent,,GBR.1.44_1
England,Medway,,England,Medway,,GBR.1.55_1
England,Bath and North East Somerset,,England,Bath and North East Somerset,,GBR.1.2_1
England,"Bristol, City of",,England,"Bristol, City of",,GBR.1.12_1
England,Gloucestershire,,England,Gloucestershire,,GBR.1.35_1
England,North Somerset,,England,North Somerset,,GBR.1.61_1
England,South Gloucestershire,,England,South Gloucestershire,,GBR.1.88_1
England,Swindon,,England,Swindon,,GBR.1.99_1
England,Wiltshire,,England,Wiltshire,,GBR.1.112_1
England,"Bournemouth, Christchurch and Poole",,England,"Bournemouth, Christchurch and Poole",,GBR.1.28.1_1:GBR.1.72_1:GBR.1.8_1
England,Dorset,,England,Dorset,,GBR.1.28.2_1:GBR.1.28.3_1:GBR.1.28.4_1:GBR.1.28.5_1:GBR.1.28.6_1
England,Somerset,,England,Somerset,,GBR.1.87_1
England,Cornwall and Isles of Scilly,,England,Cornwall and Isles of Scilly,,GBR.1.20_1:GBR.1.43_1
England,Devon,,England,Devon,,GBR.1.26_1
England,Plymouth,,England,Plymouth,,GBR.1.71_1
England,Torbay,,England,Torbay,,GBR.1.103_1
Northern Ireland,Antrim and Newtownabbey,,Northern Ireland,Antrim and Newtownabbey,,GBR.2.1_1
Northern Ireland,"Armagh, Banbridge and Craigavon",,Northern Ireland,"Armagh City, Banbridge and Craigavon",,GBR.2.2_1
Northern Ireland,"Armagh City, Banbridge and Craigavon",,Northern Ireland,"Armagh City, Banbridge and Craigavon",,GBR.2.2_1
Northern Ireland,Belfast,,Northern Ireland,Belfast,,GBR.2.3_1
Northern Ireland,Causeway Coast and Glens,,Northern Ireland,Causeway Coast and Glens,,GBR.2.4_1
Northern Ireland,Derry and Strabane,,Northern Ireland,Derry City and Strabane,,GBR.2.5_1
Northern Ireland,Derry City and Strabane,,Northern Ireland,Derry City and Strabane,,GBR.2.5_1
Northern Ireland,Fermanagh and Omagh,,Northern Ireland,Fermanagh and Omagh,,GBR.2.6_1
Northern Ireland,Lisburn and Castlereagh,,Northern Ireland,Lisburn and Castlereagh,,GBR.2.7_1
Northern Ireland,Mid and East Antrim,,Northern Ireland,Mid and East Antrim,,GBR.2.8_1
Northern Ireland,Mid Ulster,,Northern Ireland,Mid Ulster,,GBR.2.9_1
Northern Ireland,"Newry, Mourne and Down",,Northern Ireland,"Newry, Mourne and Down",,GBR.2.10_1
Northern Ireland,North Down and Ards,,Northern Ireland,Ards and North Down,,GBR.2.11_1
Northern Ireland,Ards and North Down,,Northern Ireland,Ards and North Down,,GBR.2.11_1
Scotland,Grampian,,Scotland,NHS Grampian,,GBR.3.1_1:GBR.3.2_1:GBR.3.20_1
Scotland,Lothian,,Scotland,NHS Lothian,,GBR.3.10_1:GBR.3.12_1:GBR.3.19_1:GBR.3.32_1
Scotland,Western Isles,,Scotland,NHS Western Isles,,GBR.3.13_1
Scotland,Fife,,Scotland,NHS Fife,,GBR.3.15_1
Scotland,Lanarkshire,,Scotland,NHS Lanarkshire,,GBR.3.22_1:GBR.3.29_1
Scotland,Orkney,,Scotland,NHS Orkney,,GBR.3.23_1
Scotland,Borders,,Scotland,NHS Borders,,GBR.3.26_1
Scotland,Shetland,,Scotland,NHS Shetland,,GBR.3.27_1
Scotland,Tayside,,Scotland,NHS Tayside,,GBR.3.3_1:GBR.3.7_1:GBR.3.24_1
Scotland,Highland,,Scotland,NHS Highland,,GBR.3.4_1:GBR.3.17_1
Scotland,Forth Valley,,Scotland,NHS Forth Valley,,GBR.3.5_1:GBR.3.14_1:GBR.3.30_1
Scotland,Dumfries and Galloway,,Scotland,NHS Dumfries and Galloway,,GBR.3.6_1
Scotland,Ayrshire and Arran,,Scotland,NHS Ayrshire and Arran,,GBR.3.8_1:GBR.3.21_1:GBR.3.28_1
Scotland,Greater Glasgow and Clyde,,Scotland,NHS Greater Glasgow and Clyde,,GBR.3.9_1:GBR.3.11_1:GBR.3.16_1:GBR.3.18_1:GBR.3.25_1:GBR.3.31_1:GBR.3.4_1
Wales,Betsi Cadwaladr,,Wales,Betsi Cadwaladr University Health Board,,GBR.4.1_1:GBR.4.11_1:GBR.4.8_1:GBR.4.9_1:GBR.4.10_1:GBR.4.22_1
Wales,Cwm Taf,,Wales,Cwm Taf Health Board,,GBR.4.12_1:GBR.4.18_1
Wales,Powys,,Wales,Powys Teaching Health Board,,GBR.4.17_1
Wales,Aneurin Bevan,,Wales,Aneurin Bevan Health Board,,GBR.4.2_1:GBR.4.4_1:GBR.4.20_1:GBR.4.13_1:GBR.4.15_1
Wales,Swansea Bay,,Wales,Abertawe Bro Morgannwg University Health Board,,GBR.4.3_1:GBR.4.14_1:GBR.4.19_1
Wales,Cardiff and Vale,,Wales,Cardiff and Vale University Health Board,,GBR.4.5_1:GBR.4.21_1
Wales,Hywel Dda,,Wales,Hywel Dda Health Board,,GBR.4.6_1:GBR.4.7_1:GBR.4.16_1
